COMLOG_ID,SUBJ_MATTER_OBJET,OTHER_SUBJ_MATTER_AUTRE_OBJET,,,,,,,
335986,Science and Technology,Science and Technology,,,,,,,
336005,Research and Development,Research and Development (R&D),,,,,,,
336008,Infrastructure,Infrastructure,,,,,,,
336010,Education,Education,,,,,,,
336040,Environment,Environment,,,,,,,
336089,Science and Technology,Science and Technology,,,,,,,
336134,Infrastructure,Infrastructure,,,,,,,
336176,Industry,Industry,,,,,,,
336177,Environment,Environment,,,,,,,
336179,Transportation,Transportation,,,,,,,
336180,Telecommunications,Telecommunications,,,,,,,
336186,Health,Health,,,,,,,
336220,Defence,Defence,,,,,,,
336394,Economic Development,Economic Development,,,,,,,
336453,Government Procurement,Government Procurement,,,,,,,
336589,Regional Development,Regional Development,,,,,,,
336630,Consumer Issues,Consumer Issues,,,,,,,
329654,Telecommunications,Telecommunications,,,,,,,
329674,Housing,Housing,,,,,,,
329678,Industry,Industry,,,,,,,
329680,Telecommunications,Telecommunications,,,,,,,
329681,Agriculture,Agriculture,,,,,,,
330040,International Trade,International Trade,,,,,,,
330948,Agriculture,Agriculture,,,,,,,
331173,International Trade,International Trade,,,,,,,
331174,Agriculture,Agriculture,,,,,,,
331176,International Trade,International Trade,,,,,,,
331327,Agriculture,Agriculture,,,,,,,
331330,International Trade,International Trade,,,,,,,
331384,Agriculture,Agriculture,,,,,,,
331571,International Trade,International Trade,,,,,,,
331577,Agriculture,Agriculture,,,,,,,
331578,International Trade,International Trade,,,,,,,
332709,Agriculture,Agriculture,,,,,,,
332710,International Trade,International Trade,,,,,,,
332949,Agriculture,Agriculture,,,,,,,
333211,International Trade,International Trade,,,,,,,
333290,Industry,Industry,,,,,,,
333341,Intellectual Property,Intellectual Property,,,,,,,
333373,International Trade,International Trade,,,,,,,
333379,International Development,International Development,,,,,,,
333390,International Development,International Development,,,,,,,
333391,International Development,International Development,,,,,,,
333832,Education,Education,,,,,,,
334394,Environment,Environment,,,,,,,
334610,Science and Technology,Science and Technology,,,,,,,
335021,Arts and Culture,Arts and Culture,,,,,,,
335023,Research and Development,Research and Development,,,,,,,
335036,Research and Development,Research and Development,,,,,,,
335045,Environment,Environment,,,,,,,
335269,Agriculture,Agriculture,,,,,,,
335317,Employment and Training,Employment and Training,,,,,,,
335319,Immigration,Immigration,,,,,,,
335322,Industry,Industry,,,,,,,
335510,Labour,Labour,,,,,,,
335587,Taxation and Finance,Taxation and Finance,,,,,,,
335590,Employment and Training,Employment and Training,,,,,,,
335649,Immigration,Immigration,,,,,,,
335659,Industry,Industry,,,,,,,
335660,Labour,Labour,,,,,,,
335670,Taxation and Finance,Taxation and Finance,,,,,,,
335671,Science and Technology,Science and Technology,,,,,,,
335697,Education,Education,,,,,,,
335699,Research and Development,Research and Development (R&D),,,,,,,
335716,Education,Education,,,,,,,
335717,Education,Education,,,,,,,
335762,Health,Health,,,,,,,
335764,Immigration,Immigration,,,,,,,
335804,Infrastructure,Infrastructure,,,,,,,
337214,Consumer Issues,Consumer Issues,,,,,,,
329990,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
329991,Science and Technology,Science and Technology,,,,,,,
329992,Small Business,Small Business,,,,,,,
330933,International Development,International Development,,,,,,,
331127,Health,Health,,,,,,,
331178,Government Procurement,Government Procurement,,,,,,,
331187,Industry,Industry,,,,,,,
331196,Science and Technology,Science and Technology,,,,,,,
331200,International Trade,International Trade,,,,,,,
331201,Science and Technology,Science and Technology,,,,,,,
331264,Government Procurement,Government Procurement,,,,,,,
331329,International Trade,International Trade,,,,,,,
331458,Science and Technology,Science and Technology,,,,,,,
331524,Government Procurement,Government Procurement,,,,,,,
331591,Industry,Industry,,,,,,,
331592,Intellectual Property,Intellectual Property,,,,,,,
331595,Science and Technology,Science and Technology,,,,,,,
331596,Agriculture,Agriculture,,,,,,,
331597,Environment,Environment,,,,,,,
331829,Health,Health,,,,,,,
332293,Agriculture,Agriculture,,,,,,,
332298,Environment,Environment,,,,,,,
333301,International Trade,International Trade,,,,,,,
333346,Environment,Environment,,,,,,,
333395,Environment,Environment,,,,,,,
333661,Energy,Energy,,,,,,,
333687,Energy,Energy,,,,,,,
333806,Environment,Environment,,,,,,,
333809,Economic Development,Economic Development,,,,,,,
335115,Economic Development,Economic Development,,,,,,,
335131,Industry,Industry,,,,,,,
335140,Defence,Defence,,,,,,,
335141,Health,Health,,,,,,,
335892,Government Procurement,Government Procurement,,,,,,,
336038,Telecommunications,Telecommunications,,,,,,,
336054,Education,Education,,,,,,,
336066,Research and Development,Research and Development (R&D),,,,,,,
336321,International Trade,International Trade,,,,,,,
337017,Energy,Energy,,,,,,,
337070,Health,Health,,,,,,,
337253,Economic Development,Economic Development,,,,,,,
329697,Environment,Environment,,,,,,,
330267,Constitutional Issues,Constitutional Issues,,,,,,,
330931,Consumer Issues,Consumer Issues,,,,,,,
331168,Pensions,Pensions,,,,,,,
331172,Health,Health,,,,,,,
331207,Consumer Issues,Consumer Issues,,,,,,,
331339,Financial Institutions,Financial Institutions,,,,,,,
331374,Constitutional Issues,Constitutional Issues,,,,,,,
331639,Consumer Issues,Consumer Issues,,,,,,,
331938,Financial Institutions,Financial Institutions,,,,,,,
331949,Pensions,Pensions,,,,,,,
332409,Defence,Defence,,,,,,,
332591,Transportation,Transportation,,,,,,,
332691,Industry,Industry,,,,,,,
332711,Employment and Training,Employment and Training,,,,,,,
332829,Health,Health,,,,,,,
333069,International Trade,International Trade,,,,,,,
333564,Intellectual Property,Intellectual Property,,,,,,,
333578,Consumer Issues,Consumer Issues,,,,,,,
333655,Industry,Industry,,,,,,,
333793,Energy,Energy,,,,,,,
335337,Taxation and Finance,Taxation and Finance,,,,,,,
335633,Defence,Defence,,,,,,,
335635,Government Procurement,Government Procurement,,,,,,,
335636,Health,Health,,,,,,,
335640,Industry,Industry,,,,,,,
335641,International Trade,International Trade,,,,,,,
336178,Agriculture,Agriculture,,,,,,,
336182,Health,Health,,,,,,,
336211,Industry,Industry,,,,,,,
337132,Intellectual Property,Intellectual Property,,,,,,,
329822,International Trade,International Trade,,,,,,,
329831,Agriculture,Agriculture,,,,,,,
329993,Health,Health,,,,,,,
330016,Industry,Industry,,,,,,,
330507,Intellectual Property,Intellectual Property,,,,,,,
330509,International Trade,International Trade,,,,,,,
330510,Health,Health,,,,,,,
330579,Industry,Industry,,,,,,,
330934,Intellectual Property,Intellectual Property,,,,,,,
330935,International Trade,International Trade,,,,,,,
330945,Mining,Mining,,,,,,,
330946,Economic Development,Economic Development,,,,,,,
330947,Energy,Energy,,,,,,,
331292,Environment,Environment,,,,,,,
331446,Energy,Energy,,,,,,,
331582,Environment,Environment,,,,,,,
331602,Energy,Energy,,,,,,,
331775,Environment,Environment,,,,,,,
331809,Mining,Mining,,,,,,,
331970,Economic Development,Economic Development,,,,,,,
332370,Mining,Mining,,,,,,,
333126,Economic Development,Economic Development,,,,,,,
333263,Energy,Energy,,,,,,,
333892,Financial Institutions,Financial Institutions,,,,,,,
334869,Small Business,Small Business,,,,,,,
335676,Financial Institutions,Financial Institutions,,,,,,,
335703,Small Business,Small Business,,,,,,,
335706,International Trade,International Trade,,,,,,,
335707,Small Business,Small Business,,,,,,,
335767,Small Business,Small Business,,,,,,,
335908,Small Business,Small Business,,,,,,,
335910,Government Procurement,Government Procurement,,,,,,,
335936,Science and Technology,Science and Technology,,,,,,,
335943,Energy,Energy,,,,,,,
335951,Small Business,Small Business,,,,,,,
335977,Small Business,Small Business,,,,,,,
336015,Government Procurement,Government Procurement,,,,,,,
336024,Science and Technology,Science and Technology,,,,,,,
336027,Small Business,Small Business,,,,,,,
336090,International Trade,International Trade,,,,,,,
336091,Small Business,Small Business,,,,,,,
336093,Agriculture,Agriculture,,,,,,,
336133,International Trade,International Trade,,,,,,,
336184,Agriculture,Agriculture,,,,,,,
336216,International Trade,International Trade,,,,,,,
336218,Industry,Industry,,,,,,,
336398,International Relations,International Relations,,,,,,,
336404,International Trade,International Trade,,,,,,,
337217,International Development,International Development,,,,,,,
337218,Taxation and Finance,Taxation and Finance,,,,,,,
337266,Taxation and Finance,Taxation and Finance,,,,,,,
337267,Defence,Defence,,,,,,,
337268,Science and Technology,Science and Technology,,,,,,,
330806,Broadcasting,Radiodiffusion,,,,,,,
330969,Science and Technology,Science and Technology,,,,,,,
331181,Broadcasting,Broadcasting,,,,,,,
331182,Telecommunications,Telecommunications,,,,,,,
331350,Health,Health,,,,,,,
331354,Industry,Industry,,,,,,,
331355,Intellectual Property,Intellectual Property,,,,,,,
331358,International Trade,International Trade,,,,,,,
331391,Health,Health,,,,,,,
331482,Industry,Industry,,,,,,,
331594,Intellectual Property,Intellectual Property,,,,,,,
331650,International Trade,International Trade,,,,,,,
331651,Infrastructure,Infrastructure,,,,,,,
331654,Transportation,Transportation,,,,,,,
331655,Energy,Energy,,,,,,,
331656,Industry,Industry,,,,,,,
331662,Industry,Industry,,,,,,,
332137,Education,Education,,,,,,,
332649,Education,Education,,,,,,,
333095,Industry,Industry,,,,,,,
333115,Arts and Culture,Arts and Culture,,,,,,,
333471,Broadcasting,Broadcasting,,,,,,,
333763,Agriculture,Agriculture,,,,,,,
333764,Transportation,Transportation,,,,,,,
333766,Agriculture,Agriculture,,,,,,,
334330,Energy,Energy,,,,,,,
334712,Immigration,Immigration,,,,,,,
334714,Industry,Industry,,,,,,,
334886,Intellectual Property,Intellectual Property,,,,,,,
336042,International Relations,International Relations,,,,,,,
336044,International Trade,International Trade,,,,,,,
336050,Agriculture,Agriculture,,,,,,,
336189,Agriculture,Agriculture,,,,,,,
337054,Energy,Energy,,,,,,,
329774,Industry,Industry,,,,,,,
329885,International Relations,International Relations,,,,,,,
330151,International Trade,International Trade,,,,,,,
330198,Research and Development,Research and Development (R&D),,,,,,,
330254,Economic Development,Economic Development,,,,,,,
330255,Research and Development,Research and Development (R&D),,,,,,,
330290,Economic Development,Economic Development,,,,,,,
330291,Regional Development,Regional Development,,,,,,,
330308,Health,Health,,,,,,,
331093,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
331094,Intellectual Property,Intellectual Property,,,,,,,
331244,Health,Health,,,,,,,
331291,Industry,Industry,,,,,,,
331484,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
332191,Constitutional Issues,Constitutional Issues,,,,,,,
332729,Industry,Industry,,,,,,,
332740,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
332809,Pensions,Pensions,,,,,,,
332810,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
333070,Health,Health,,,,,,,
334549,Mining,Mining,,,,,,,
334551,Mining,Mining,,,,,,,
334552,International Trade,International Trade,,,,,,,
334554,International Trade,International Trade,,,,,,,
334556,Industry,Industry,,,,,,,
334562,Defence,Defence,,,,,,,
334950,Government Procurement,Government Procurement,,,,,,,
334952,Regional Development,Regional Development,,,,,,,
335071,Health,Santé,,,,,,,
335072,Fisheries,Fisheries,,,,,,,
335073,Arts and Culture,Arts and Culture,,,,,,,
335297,Official Languages,Official Languages,,,,,,,
335298,Consumer Issues,Consumer Issues,,,,,,,
335302,Financial Institutions,Financial Institutions,,,,,,,
335308,International Relations,International Relations,,,,,,,
335309,Health,Health,,,,,,,
335358,Intellectual Property,Intellectual Property,,,,,,,
335408,Intellectual Property,Intellectual Property,,,,,,,
335409,Health,Health,,,,,,,
335712,Health,Health,,,,,,,
335713,Defence,Défense,,,,,,,
335726,Industry,Industry,,,,,,,
335727,Mining,Mining,,,,,,,
335728,Climate,Climate,,,,,,,
336106,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
336250,Science and Technology,Science and Technology,,,,,,,
336277,Energy,Energy,,,,,,,
336279,Energy,Energy,,,,,,,
336280,Climate,Climate,,,,,,,
336285,Budget,Budget,,,,,,,
336434,Housing,Housing,,,,,,,
337130,Taxation and Finance,Taxation and Finance,,,,,,,
329884,Transportation,Transportation,,,,,,,
329922,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
329949,Health,Health,,,,,,,
331180,Health,Health,,,,,,,
331284,Taxation and Finance,Taxation and Finance,,,,,,,
331287,Security,Security,,,,,,,
331368,Taxation and Finance,Taxation and Finance,,,,,,,
331459,Energy,Energy,,,,,,,
331461,Agriculture,Agriculture,,,,,,,
331465,Research and Development,Research and Development,,,,,,,
331468,Science and Technology,Science and Technology,,,,,,,
331475,Taxation and Finance,Taxation and Finance,,,,,,,
331488,Industry,Industry,,,,,,,
331525,Government Procurement,Government Procurement,,,,,,,
331584,Consumer Issues,Consumer Issues,,,,,,,
331632,Small Business,Small Business,,,,,,,
331831,Government Procurement,Government Procurement,,,,,,,
332049,Employment and Training,Employment and Training,,,,,,,
332440,Energy,Energy,,,,,,,
333031,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
333249,Health,Health,,,,,,,
333252,Industry,Industry,,,,,,,
333316,Intellectual Property,Intellectual Property,,,,,,,
333318,International Trade,International Trade,,,,,,,
333324,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
333337,Health,Health,,,,,,,
333850,Science and Technology,Science and Technology,,,,,,,
334452,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
334453,Energy,Energy,,,,,,,
334733,Agriculture,Agriculture,,,,,,,
334736,Environment,Environment,,,,,,,
334935,Climate,Climate,,,,,,,
335125,Agriculture,Agriculture,,,,,,,
335137,Health,Health,,,,,,,
335603,Agriculture,Agriculture,,,,,,,
336074,Economic Development,Economic Development,,,,,,,
336075,Fisheries,Fisheries,,,,,,,
336076,Regional Development,Regional Development,,,,,,,
336729,Research and Development,Research and Development,,,,,,,
337111,Science and Technology,Science and Technology,,,,,,,
337112,Agriculture,Agriculture,,,,,,,
337237,Economic Development,Economic Development,,,,,,,
329661,Fisheries,Fisheries,,,,,,,
329664,International Trade,International Trade,,,,,,,
329942,Regional Development,Regional Development,,,,,,,
329943,Agriculture,Agriculture,,,,,,,
329945,Economic Development,Economic Development,,,,,,,
329946,Energy,Energy,,,,,,,
329947,Regional Development,Regional Development,,,,,,,
330334,Agriculture,Agriculture,,,,,,,
330388,Economic Development,Economic Development,,,,,,,
330397,Energy,Energy,,,,,,,
331225,Regional Development,Regional Development,,,,,,,
332443,Agriculture,Agriculture,,,,,,,
332455,Climate,Climate,,,,,,,
333232,Economic Development,Economic Development,,,,,,,
333469,Energy,Energy,,,,,,,
333470,Regional Development,Regional Development,,,,,,,
333550,Industry,Industry,,,,,,,
333555,Industry,Industry,,,,,,,
333576,Agriculture,Agriculture,,,,,,,
333590,Sports,Sports,,,,,,,
333592,Sports,Sports,,,,,,,
333613,Infrastructure,Infrastructure,,,,,,,
333617,Industry,Industry,,,,,,,
333639,International Trade,International Trade,,,,,,,
333645,Industry,Industry,,,,,,,
333659,International Trade,International Trade,,,,,,,
333731,Consumer Issues,Consumer Issues,,,,,,,
333769,Telecommunications,Telecommunications,,,,,,,
333803,Broadcasting,Broadcasting,,,,,,,
333804,Consumer Issues,Consumer Issues,,,,,,,
333875,Telecommunications,Telecommunications,,,,,,,
334347,Broadcasting,Broadcasting,,,,,,,
334678,Industry,Industry,,,,,,,
334681,International Trade,International Trade,,,,,,,
334900,Consumer Issues,Consumer Issues,,,,,,,
334901,Telecommunications,Telecommunications,,,,,,,
334902,Broadcasting,Broadcasting,,,,,,,
334971,Energy,Energy,,,,,,,
335053,Energy,Energy,,,,,,,
335055,Energy,Energy,,,,,,,
335060,Transportation,Transportation,,,,,,,
335174,Taxation and Finance,Taxation and Finance,,,,,,,
335189,Industry,Industry,,,,,,,
336129,Industry,Industry,,,,,,,
336130,Industry,Industry,,,,,,,
336131,Industry,Industry,,,,,,,
336273,Transportation,Transportation,,,,,,,
336275,Taxation and Finance,Taxation and Finance,,,,,,,
336276,Climate,Climate,,,,,,,
336278,Environment,Environment,,,,,,,
336284,Science and Technology,Science and Technology,,,,,,,
329615,Environment,Environment,,,,,,,
330045,Energy,Energy,,,,,,,
330068,Transportation,Transportation,,,,,,,
330069,Climate,Climate,,,,,,,
330070,Transportation,Transportation,,,,,,,
330072,Taxation and Finance,Taxation and Finance,,,,,,,
330080,Industry,Industry,,,,,,,
330082,Industry,Industry,,,,,,,
330087,Industry,Industry,,,,,,,
330139,Defence,Défense,,,,,,,
330153,Regional Development,Développement régional,,,,,,,
330156,Government Procurement,Marchés Publics,,,,,,,
330952,Defence,Défense,,,,,,,
331444,Regional Development,Développement régional,,,,,,,
331497,Government Procurement,Marchés Publics,,,,,,,
331576,Defence,Défense,,,,,,,
332113,Regional Development,Développement régional,,,,,,,
332509,Government Procurement,Marchés Publics,,,,,,,
333368,Defence,Défense,,,,,,,
333831,Regional Development,Développement régional,,,,,,,
334571,Government Procurement,Marchés Publics,,,,,,,
334671,Defence,Défense,,,,,,,
334672,Regional Development,Développement régional,,,,,,,
334677,Government Procurement,Marchés Publics,,,,,,,
334679,Energy,Energy,,,,,,,
335398,Regional Development,Regional Development,,,,,,,
335403,Transportation,Transportation,,,,,,,
335404,Mining,Mining,,,,,,,
335584,Energy,Energy,,,,,,,
335615,Mining,Mining,,,,,,,
335617,Regional Development,Regional Development,,,,,,,
335629,Transportation,Transportation,,,,,,,
335658,International Trade,International Trade,,,,,,,
335708,International Trade,International Trade,,,,,,,
335711,Tourism,Tourism,,,,,,,
335714,Health,Health,,,,,,,
335715,Health,Health,,,,,,,
335801,Health,Health,,,,,,,
335807,Environment,Environment,,,,,,,
335809,Fisheries,Fisheries,,,,,,,
335811,Environment,Environment,,,,,,,
335812,Fisheries,Fisheries,,,,,,,
335813,Employment and Training,Employment and Training,,,,,,,
335906,Industry,Industry,,,,,,,
335913,International Trade,International Trade,,,,,,,
335918,Taxation and Finance,Taxation and Finance,,,,,,,
336181,Employment and Training,Employment and Training,,,,,,,
336185,Industry,Industry,,,,,,,
336320,International Trade,International Trade,,,,,,,
330059,Science and Technology,Science and Technology,,,,,,,
330094,Taxation and Finance,Taxation and Finance,,,,,,,
330221,Industry,Industry,,,,,,,
330233,International Trade,International Trade,,,,,,,
330240,Employment and Training,Employment and Training,,,,,,,
330241,Industry,Industry,,,,,,,
330250,International Trade,International Trade,,,,,,,
330253,Taxation and Finance,Taxation and Finance,,,,,,,
330289,Energy,Energy,,,,,,,
331250,Employment and Training,Employment and Training,,,,,,,
331251,Energy,Energy,,,,,,,
331252,Government Procurement,Government Procurement,,,,,,,
332189,Industry,Industry,,,,,,,
332989,Taxation and Finance,Taxation and Finance,,,,,,,
333030,Research and Development,Research and Development,,,,,,,
333191,Research and Development,Research and Development,,,,,,,
333206,Agriculture,Agriculture,,,,,,,
333732,Arts and Culture,Arts and Culture,,,,,,,
333733,Arts and Culture,Arts and Culture,,,,,,,
333734,Arts and Culture,Arts and Culture,,,,,,,
333796,International Development,International Development,,,,,,,
333797,Taxation and Finance,Taxation and Finance,,,,,,,
333802,Environment,Environment,,,,,,,
334877,Taxation and Finance,Taxation and Finance,,,,,,,
334878,Consumer Issues,Consumer Issues,,,,,,,
334879,Industry,Industry,,,,,,,
335318,Taxation and Finance,Taxation and Finance,,,,,,,
335331,International Relations,International Relations,,,,,,,
335340,International Trade,International Trade,,,,,,,
335343,Defence,Defence,,,,,,,
335429,Government Procurement,Government Procurement,,,,,,,
335531,Defence,Defence,,,,,,,
335546,Government Procurement,Government Procurement,,,,,,,
335554,Defence,Defence,,,,,,,
335563,Government Procurement,Government Procurement,,,,,,,
335574,Energy,Energy,,,,,,,
335639,Industry,Industry,,,,,,,
335642,International Relations,International Relations,,,,,,,
335646,International Trade,International Trade,,,,,,,
335652,Health,Health,,,,,,,
335856,Health,Health,,,,,,,
335937,Taxation and Finance,Taxation and Finance,,,,,,,
335982,Tourism,Tourism,,,,,,,
335985,Broadcasting,Broadcasting,,,,,,,
335989,Intellectual Property,Intellectual Property,,,,,,,
335996,Transportation,Transportation,,,,,,,
336000,Environment,Environment,,,,,,,
336001,Agriculture,Agriculture,,,,,,,
336002,International Trade,International Trade,,,,,,,
336003,Agriculture,Agriculture,,,,,,,
336009,International Trade,International Trade,,,,,,,
336046,Telecommunications,Telecommunications,,,,,,,
336047,International Relations,International Relations,,,,,,,
336061,Agriculture,Agriculture,,,,,,,
336430,International Trade,International Trade,,,,,,,
336450,Agriculture,Agriculture,,,,,,,
337096,Transportation,Transportation,,,,,,,
329569,Health,Health,,,,,,,
329590,Taxation and Finance,Taxation and Finance,,,,,,,
329592,International Development,International Development,,,,,,,
329596,Health,Health,,,,,,,
329611,Taxation and Finance,Taxation and Finance,,,,,,,
329612,Health,Health,,,,,,,
329890,Health,Health,,,,,,,
329893,Health,Health,,,,,,,
329894,Agriculture,Agriculture,,,,,,,
329901,Energy,Energy,,,,,,,
329902,Economic Development,Economic Development,,,,,,,
329905,Agriculture,Agriculture,,,,,,,
331294,Health,Health,,,,,,,
331501,Education,Education,,,,,,,
331504,Education,Education,,,,,,,
331625,International Development,International Development,,,,,,,
331645,Tourism,Tourism,,,,,,,
331660,Tourism,Tourism,,,,,,,
331937,Agriculture,Agriculture,,,,,,,
332351,International Trade,International Trade,,,,,,,
332389,Labour,Labour,,,,,,,
332457,Labour,Labour,,,,,,,
332461,Transportation,Transportation,,,,,,,
332792,Government Procurement,Government Procurement,,,,,,,
332929,Government Procurement,Government Procurement,,,,,,,
333257,Financial Institutions,Financial Institutions,,,,,,,
333259,Industry,Industry,,,,,,,
333749,Taxation and Finance,Taxation and Finance,,,,,,,
333896,Budget,Budget,,,,,,,
333899,Economic Development,Economic Development,,,,,,,
334569,Industry,Industry,,,,,,,
334583,International Relations,International Relations,,,,,,,
334650,International Trade,International Trade,,,,,,,
334680,Taxation and Finance,Taxation and Finance,,,,,,,
334687,Economic Development,Economic Development,,,,,,,
334850,Employment and Training,Employment and Training,,,,,,,
335127,Energy,Energy,,,,,,,
335193,Environment,Environment,,,,,,,
335194,Industry,Industry,,,,,,,
335289,Mining,Mining,,,,,,,
335290,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
335555,Economic Development,Economic Development,,,,,,,
335721,Energy,Energy,,,,,,,
335722,Industry,Industry,,,,,,,
335818,International Relations,International Relations,,,,,,,
335888,International Trade,International Trade,,,,,,,
335889,Telecommunications,Telecommunications,,,,,,,
335940,Energy,Energy,,,,,,,
335957,Fisheries,Fisheries,,,,,,,
335960,Financial Institutions,Financial Institutions,,,,,,,
335970,Energy,Energy,,,,,,,
336031,Regional Development,Regional Development,,,,,,,
336936,Energy,Energy,,,,,,,
337297,Energy,Energy,,,,,,,
329655,Environment,Environment,,,,,,,
329656,Telecommunications,Telecommunications,,,,,,,
329657,Mining,Mining,,,,,,,
329660,Transportation,Transportation,,,,,,,
330950,Industry,Industry,,,,,,,
331107,Mining,Mining,,,,,,,
331189,Employment and Training,Employment and Training,,,,,,,
331286,International Trade,International Trade,,,,,,,
331288,Small Business,Small Business,,,,,,,
331289,Agriculture,Agriculture,,,,,,,
332570,International Trade,International Trade,,,,,,,
332991,Arts and Culture,Arts and Culture,,,,,,,
334951,Broadcasting,Broadcasting,,,,,,,
335070,Intellectual Property,Intellectual Property,,,,,,,
335169,Taxation and Finance,Taxation and Finance,,,,,,,
335230,Arts and Culture,Arts and Culture,,,,,,,
335665,Broadcasting,Broadcasting,,,,,,,
335666,Taxation and Finance,Taxation and Finance,,,,,,,
335667,Transportation,Transportation,,,,,,,
335689,Economic Development,Développement économique,,,,,,,
335853,Industry,Industry,,,,,,,
336939,Intellectual Property,Intellectual Property,,,,,,,
329779,Science and Technology,Science and Technology,,,,,,,
329782,Telecommunications,Telecommunications,,,,,,,
329784,Health,Health,,,,,,,
330008,Fisheries,Fisheries,,,,,,,
331009,Fisheries,Fisheries,,,,,,,
331010,Industry,Industry,,,,,,,
331332,Intellectual Property,Intellectual Property,,,,,,,
331333,International Trade,International Trade,,,,,,,
331338,Government Procurement,Government Procurement,,,,,,,
331544,Broadcasting,Broadcasting,,,,,,,
332549,Health,Health,,,,,,,
333097,Industry,Industry,,,,,,,
333367,Energy,Energy,,,,,,,
333371,Environment,Environment,,,,,,,
333374,Industry,Industry,,,,,,,
333383,International Trade,International Trade,,,,,,,
333393,Financial Institutions,Financial Institutions,,,,,,,
333403,Financial Institutions,Financial Institutions,,,,,,,
333545,International Relations,International Relations,,,,,,,
333790,Transportation,Transportation,,,,,,,
333794,Government Procurement,Government Procurement,,,,,,,
333795,Transportation,Transportation,,,,,,,
334009,Transportation,Transportation,,,,,,,
334029,Immigration,Immigration,,,,,,,
334472,Financial Institutions,Financial Institutions,,,,,,,
334473,Transportation,Transportation,,,,,,,
334963,Transportation,Transportation,,,,,,,
337210,Constitutional Issues,Constitutional Issues,,,,,,,
329852,Financial Institutions,Financial Institutions,,,,,,,
329853,Financial Institutions,Financial Institutions,,,,,,,
329883,International Development,International Development,,,,,,,
329886,Science and Technology,Science and Technology,,,,,,,
329889,Research and Development,Research and Development (R&D),,,,,,,
329951,Employment and Training,Employment and Training,,,,,,,
330088,Industry,Industry,,,,,,,
330090,Economic Development,Economic Development,,,,,,,
330148,Science and Technology,Science and Technology,,,,,,,
330217,Economic Development,Economic Development,,,,,,,
330244,Research and Development,Research and Development,,,,,,,
330390,Government Procurement,Marchés Publics,,,,,,,
330393,Agriculture,Agriculture,,,,,,,
330396,Education,Education,,,,,,,
330605,Employment and Training,Employment and Training,,,,,,,
330972,Energy,Energy,,,,,,,
331044,Environment,Environment,,,,,,,
331304,Immigration,Immigration,,,,,,,
331331,Industry,Industry,,,,,,,
331347,Infrastructure,Infrastructure,,,,,,,
332572,Intellectual Property,Intellectual Property,,,,,,,
333109,International Relations,International Relations,,,,,,,
333193,International Trade,International Trade,,,,,,,
333214,Science and Technology,Science and Technology,,,,,,,
333264,Small Business,Small Business,,,,,,,
333297,Telecommunications,Telecommunications,,,,,,,
333541,Transportation,Transportation,,,,,,,
333542,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
333543,Economic Development,Economic Development,,,,,,,
333623,International Development,International Development,,,,,,,
333628,Research and Development,Research and Development,,,,,,,
333634,Security,Security,,,,,,,
333635,Health,Health,,,,,,,
333640,Taxation and Finance,Taxation and Finance,,,,,,,
333666,Health,Health,,,,,,,
333667,Energy,Energy,,,,,,,
333679,International Trade,International Trade,,,,,,,
333683,Industry,Industry,,,,,,,
333970,Health,Health,,,,,,,
333971,Health,Health,,,,,,,
334150,Mining,Mining,,,,,,,
334155,Broadcasting,Broadcasting,,,,,,,
334160,Telecommunications,Telecommunications,,,,,,,
334166,Energy,Energy,,,,,,,
335209,International Trade,International Trade,,,,,,,
335229,Energy,Energy,,,,,,,
335775,Infrastructure,Infrastructure,,,,,,,
335786,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
335791,Environment,Environment,,,,,,,
335840,Fisheries,Fisheries,,,,,,,
335857,Mining,Mining,,,,,,,
335873,Energy,Energy,,,,,,,
335877,International Trade,International Trade,,,,,,,
336312,Environment,Environment,,,,,,,
336313,Fisheries,Fisheries,,,,,,,
336317,Mining,Mining,,,,,,,
336637,Environment,Environment,,,,,,,
337189,Fisheries,Fisheries,,,,,,,
329610,Industry,Industry,,,,,,,
329754,Labour,Labour,,,,,,,
329781,Mining,Mining,,,,,,,
329824,Transportation,Transportation,,,,,,,
329925,Taxation and Finance,Taxation and Finance,,,,,,,
329927,International Development,International Development,,,,,,,
330764,Mining,Mining,,,,,,,
331029,Mining,Mining,,,,,,,
331171,Mining,Mining,,,,,,,
331450,Transportation,Transportation,,,,,,,
331451,Tourism,Tourism,,,,,,,
331464,Defence,Defence,,,,,,,
331646,Security,Security,,,,,,,
331751,Intellectual Property,Intellectual Property,,,,,,,
333124,Taxation and Finance,Taxation and Finance,,,,,,,
333125,Environment,Environment,,,,,,,
333556,Mining,Mining,,,,,,,
333560,Tourism,Tourism,,,,,,,
